Case #1: Impossible
31 10 17862
3 24 18578
11 19 19799
30 19 20176
19 17 20566
33 14 21054
1 18 21769
33 24 22744
43 26 23163
8 47 23790
26 47 24407
44 26 25029
2 36 25401
40 26 25582
13 21 28829
42 8 29384
18 44 29664
40 18 30217
13 11 30493
2 18 30691
46 5 30850
20 47 31504
26 1 31612
38 8 32133
6 30 32180
40 12 32487
12 44 33040
36 8 33064
36 21 33756
21 12 34238
16 35 35427
41 31 36646
40 30 37095
19 13 37598
12 30 37963
16 13 38250
18 8 38354
47 16 38817
21 30 38846
30 11 39975
2 26 40534
36 20 40778
43 14 41391
39 30 41743
2 1 41880
1 37 42983
43 24 43081
18 43 43586
39 47 44099
40 17 44110
7 46 44337
44 17 44663
47 40 44781
15 9 44972
26 23 45069
17 21 45861
44 35 46046
20 18 46068
35 40 46599
21 35 47244
31 22 47424
2 20 47631
44 43 48192
26 8 48197
16 30 48267
7 12 48751
18 24 48783
38 30 49363
43 21 49390
8 1 49543
33 23 49774
26 35 49837
7 3 50182
1 21 50235
14 18 50473
48 40 51224
40 1 51986
24 1 52399
26 13 52660
42 47 53174
39 36 53373
11 8 53670
20 31 54301
21 6 54423
1 43 54775
41 20 55223
16 17 55282
8 20 55294
13 30 55610
20 26 55911
47 38 55923
20 1 57257
40 19 57271
40 11 57571
38 7 57668
44 19 57824
40 45 59255
13 12 59565
45 44 59808
8 48 60017
8 4 60111
2 39 60226
2 44 60355
42 7 60417
46 4 60753
36 4 61202
4 30 61747
30 8 62052
33 43 62445
34 14 62507
13 36 62585
30 26 62677
18 12 62704
32 23 62962
47 24 63347
24 34 64197
45 30 64731
37 18 64752
48 7 64847
36 35 64970
10 22 65286
18 23 65492
7 6 66295
14 21 66498
42 19 66790
44 24 66990
7 14 67070
8 17 67131
3 18 67361
18 42 67738
24 21 68188
43 23 68232
10 23 68331
27 47 68432
39 26 68506
47 34 68686
47 37 68736
16 11 68743
7 24 68760
7 20 68917
5 40 68939
35 7 69019
34 44 69308
23 47 69476
19 38 69539
17 26 69692
12 5 69807
5 2 70125
6 12 70143
4 47 70476
38 18 70487
28 20 70678
11 7 71194
32 41 71247
33 18 71527
48 12 71591
22 15 71653
17 7 71961
2 38 72050
17 5 72586
43 35 73000
35 13 73677
6 39 73923
39 11 73979
18 17 74327
7 5 75187
48 41 75251
48 39 75371
20 39 75603
13 43 75823
16 14 75919
4 26 76335
26 48 76806
10 46 76815
33 36 76817
48 38 77805
19 7 78299
44 27 78344
5 26 78405
1 42 78927
1 13 79064
12 35 79086
38 6 79253
24 2 79474
39 12 79706
38 26 80330
21 39 80589
7 40 81238
48 18 81441
3 40 81635
7 44 81791
3 47 81925
22 32 82025
17 39 82485
10 18 82507
3 10 82660
39 16 82916
7 21 82989
42 11 83054
37 28 83361
21 3 83386
33 34 83561
47 48 83807
22 41 84070
2 10 84070
38 11 84152
31 14 84202
44 42 84262
34 2 84813
32 7 84941
6 45 85098
20 5 85502
26 33 85608
33 40 85801
41 19 85807
40 38 86458
36 11 86734
38 44 87011
41 23 87115
8 24 87137
12 38 87326
13 5 87454
13 38 87723
13 2 87986
43 38 88295
23 11 88326
14 8 88827
17 47 88891
13 7 88993
8 7 89801
42 13 90472
42 43 91044
46 48 91136
10 8 91733
37 32 91783
16 42 91991
26 10 92350
37 8 92526
23 19 92535
43 17 92855
10 42 92895
37 21 93218
8 23 93266
2 12 93395
26 46 93661
1 10 93696
44 37 94416
31 46 94677
38 16 94740
37 40 94969
1 46 95007
31 36 95079
14 4 95432
41 46 95599
4 44 96156
14 20 96541
29 22 96597
34 13 96939
33 16 96973
47 19 97259
11 46 97483
13 23 97729
37 43 97758
7 22 97764
23 22 97893
30 2 98003
38 35 98009
35 8 98034
2 3 98052
32 24 98385
12 24 98924
10 14 99548
40 46 99789
12 8 100015
44 46 100342
31 3 100522
13 46 101054
6 43 101417
5 43 101568
11 4 101722
30 14 101842
10 39 101970
47 28 102182
24 27 102651
1 48 103210
20 13 103363
30 24 103532
45 47 104036
11 35 104170
14 27 104341
22 40 104496
6 1 104658
4 7 105090
11 27 105542
45 35 105854
27 13 105975
30 41 105983
43 19 106016
22 21 106247
11 43 106316
45 39 106474
10 16 106760
34 30 106956
30 23 107746
38 3 107850
45 10 107997
45 43 108000
46 16 108071
14 39 109136
19 1 109257
8 33 109881
31 6 110449
41 8 110517
9 16 110555
42 31 110757
10 21 110973
45 1 111241
46 35 111340
42 45 111345
18 7 111455
36 28 111456
41 42 111679
24 48 111735
27 48 111889
42 34 112160
10 40 112724
32 33 112736
35 24 113036
6 24 113183
6 27 113337
2 19 113386
48 14 113425
3 20 113429
39 23 113575
6 14 114264
26 29 114703
37 33 114746
48 20 115311
42 24 116521
22 9 116625
24 5 117345
13 4 117357
33 20 117595
37 5 117609
19 20 117610
1 7 117779
33 10 118105
11 31 118244
28 2 118309
14 41 118332
27 34 118570
6 29 118606
3 30 118730
5 14 119035
15 31 119077
35 31 119359
46 45 119856
41 24 120022
41 35 120281
47 32 120406
44 31 120567
34 4 120614
38 14 120960
48 34 121085
31 40 121120
3 27 121229
3 11 121376
4 23 121404
31 21 121765
14 19 122018
3 17 122143
9 21 122372
19 31 122453
23 42 122650
5 23 123474
19 24 123708
45 14 124002
27 35 124128
9 42 124863
26 9 124965
31 28 124979
25 16 125034
3 5 125369
23 38 125399
41 16 125544
8 28 125972
1 28 126344
41 5 126449
4 45 126478
28 26 126589
45 8 126783
19 34 127132
41 21 128226
19 3 128481
46 32 129278
29 36 129836
45 23 129906
26 22 130078
6 33 130305
22 14 131626
46 33 132461
47 22 133229
32 40 133613
18 22 134713
32 1 134766
17 22 135016
25 44 135653
29 39 135881
9 8 136097
2 32 136533
10 37 136679
11 33 138100
45 27 138152
20 9 138185
47 29 139110
42 33 139265
22 36 140003
33 5 140089
36 9 140098
29 40 140285
29 21 140930
9 46 140943
28 16 140999
29 5 141576
22 30 141591
7 27 141673
46 29 142886
6 22 143578
29 13 144200
48 32 144941
45 33 145056
9 35 145982
48 37 146193
11 37 146196
39 28 146281
28 44 146410
6 37 147641
9 13 148805
11 32 151288
9 7 151644
32 17 152055
37 19 152240
32 15 153678
37 45 154224
32 39 154433
36 25 154577
31 4 155430
38 22 155432
41 37 155463
4 9 155590
1 22 156482
22 8 157019
28 38 158105
22 42 158181
32 28 159580
29 23 159772
18 25 159867
25 35 160461
43 25 162607
47 25 163851
31 9 164049
15 38 164340
29 35 164540
29 12 164741
28 24 165529
9 17 165837
15 40 166699
39 22 167256
21 15 167344
15 23 169546
23 9 170034
27 28 170614
20 29 170614
30 32 170708
1 25 171056
28 4 171067
15 48 171519
28 23 171658
22 5 172951
20 15 173378
22 37 173808
9 6 174399
11 15 177866
29 32 178622
11 9 179298
28 12 179450
4 32 179489
11 28 179642
45 9 180982
15 45 182191
22 27 183393
34 25 183723
28 30 184058
48 28 185989
14 9 186474
25 48 187430
6 28 187437
24 9 188164
19 28 188288
25 6 188878
29 37 189298
15 18 190360
43 15 193100
41 9 193408
25 19 193477
33 15 194796
20 25 195355
25 45 195461
15 37 195840
3 29 196145
15 4 200562
25 5 205145
9 33 207528
29 9 213222
37 25 214039
34 15 214216
7 25 217444
38 25 219774
25 33 222007
10 25 231794
15 27 232941
25 9 235589
22 25 240702
41 25 250578
Case #184: Impossible
Case #185: Impossible
Case #186: 1
2 1 1000000
Case #187: Impossible
Case #188: 22
5 3 691
11 3 73236
3 12 96214
5 12 96905
7 5 136520
11 9 155554
11 7 209065
10 12 221294
9 3 228790
7 2 251297
10 8 409709
7 4 413632
11 2 415866
11 6 427506
12 2 484722
6 8 525003
8 4 570755
2 9 571420
8 7 576912
5 1 617344
8 2 824471
6 2 843372
Case #189: 119
6 12 10370
8 19 28239
12 18 29033
6 23 50972
18 25 54443
18 13 55502
20 6 58789
6 28 59148
24 6 60266
20 5 60623
26 23 60893
12 23 61342
22 18 66390
26 20 68710
9 8 69888
12 24 70636
5 19 71760
9 10 75120
13 5 79647
20 25 94569
25 28 94928
13 20 95628
25 24 96058
12 9 98643
15 9 102568
20 22 106516
17 26 107462
29 1 116066
10 26 116146
19 28 116390
20 24 119055
23 7 119325
8 27 128129
17 13 134380
9 22 136000
24 8 136375
16 20 140083
16 28 140442
15 26 143594
30 29 144216
18 10 144754
13 7 146166
9 24 148539
18 14 156107
2 28 159924
17 19 163716
22 1 165348
1 13 166019
14 9 168549
15 13 170512
15 8 172456
19 10 173247
23 10 177039
24 1 177887
16 24 178886
28 10 185215
3 28 187106
2 3 189389
9 11 202248
18 3 204184
5 2 204554
6 11 208469
20 15 212304
11 7 214546
16 15 214967
17 24 214975
5 15 215977
11 23 222115
3 6 222847
26 4 223209
27 21 225400
2 26 228993
28 21 229384
7 24 230563
21 16 231688
6 29 233687
14 21 234002
14 24 235036
25 21 243342
14 10 243669
17 11 244457
14 7 246771
11 1 248032
30 10 249012
29 8 249808
24 15 251107
8 4 252071
7 1 252488
29 5 258691
1 14 266624
4 5 266693
2 22 266799
24 21 267828
29 25 269467
9 2 270019
6 4 270456
3 9 273794
10 11 277368
29 19 278047
24 2 279338
7 21 279583
30 9 281160
29 15 282488
1 15 282695
29 20 289656
24 29 293953
2 16 300366
2 21 302325
10 3 318845
30 25 323161
29 7 325210
4 24 330722
4 7 333212
2 1 336693
4 10 339355
4 15 358618
15 3 376362
30 21 380795
2 4 452202
Case #190: 1000
37 3 1
3 36 2547
36 37 2548
41 23 3552
8 1 3799
11 36 4201
36 25 6013
7 15 6130
3 11 6748
37 11 6749
17 24 7416
21 29 7688
27 15 7737
37 25 8561
13 37 8574
13 3 8575
50 44 10148
28 15 10955
13 36 11122
33 13 12514
41 31 13005
27 7 13867
13 11 15323
30 16 15432
33 23 15828
16 42 15970
10 45 16070
23 31 16557
45 35 16861
7 28 17085
13 25 17135
16 45 17245
37 48 17393
7 19 17877
6 24 18095
49 30 18326
17 8 18407
8 3 18746
37 8 18747
5 8 19446
48 36 19939
33 37 21088
37 34 21432
34 13 22448
1 3 22545
1 5 23245
45 29 23591
33 36 23636
34 36 23980
15 19 24007
11 48 24140
13 41 24790
31 33 25281
8 11 25494
6 17 25511
8 24 25823
25 48 25952
48 13 25967
38 46 26155
20 27 26985
25 8 27306
8 13 27321
39 21 27685
11 33 27837
34 11 28181
13 23 28342
36 49 28750
11 1 29293
28 6 29594
1 24 29622
33 25 29649
34 25 29993
2 20 30762
1 13 31120
19 5 31130
3 49 31297
37 49 31298
30 42 31402
27 19 31744
10 21 31973
35 21 32764
49 11 32951
7 35 33063
6 25 33070
42 45 33215
16 10 33315
41 3 33365
14 2 33459
10 7 33854
35 16 34106
20 15 34722
49 25 34763
28 19 34962
34 33 34962
28 20 35416
36 41 35912
8 48 36138
38 25 36204
23 37 36916
23 3 36917
27 48 37139
17 3 37153
17 37 37154
7 5 37198
6 37 37648
6 3 37649
5 17 37853
27 6 38025
5 37 38193
11 19 38354
33 48 38481
35 33 38656
48 34 38825
6 36 39083
15 35 39193
6 16 39443
23 36 39464
38 12 39588
10 29 39661
17 36 39700
33 8 39835
49 13 39872
46 7 39966
10 15 39984
8 34 40179
29 35 40452
8 40 40592
36 5 40739
16 29 40836
20 7 40852
15 31 40935
24 42 41568
46 27 41573
6 33 41588
41 25 41925
14 32 41978
40 36 42122
19 36 42555
8 7 43201
6 11 43284
5 15 43328
40 11 43633
23 11 43665
49 39 43765
48 45 43770
11 17 43901
8 6 43918
34 1 43978
30 23 44069
11 5 44132
40 1 44391
24 32 44541
16 15 44556
3 24 44569
40 3 44669
37 40 44670
38 3 44764
38 37 44765
46 28 44791
48 15 44876
19 3 45102
19 37 45103
24 5 45269
25 23 45477
22 48 45512
48 28 45570
13 17 45728
3 31 46370
38 11 46418
6 7 46679
5 25 46752
13 5 46767
27 35 46930
36 24 47116
13 24 47169
41 34 47238
15 12 47269
38 33 47351
28 24 47689
10 27 47721
7 41 47810
25 40 48135
21 30 48580
27 31 48672
49 48 48689
30 10 48747
36 31 48917
42 17 48984
42 21 49118
42 10 49285
30 35 49538
30 37 49624
42 49 49728
7 45 49924
49 8 50043
35 42 50076
35 28 50148
8 19 50576
48 41 50757
23 34 50790
35 41 50932
28 10 50939
19 35 50940
45 49 51003
7 48 51006
27 5 51065
12 32 51083
24 25 51165
35 13 51170
24 11 51317
7 23 51362
34 14 51494
6 34 51522
41 10 51723
19 10 51731
31 28 51890
17 32 51957
10 13 51961
36 28 51989
41 8 52111
27 16 52293
49 33 52386
13 42 52547
41 4 52563
19 31 52682
34 49 52730
20 50 52902
28 42 53067
30 25 53089
11 31 53118
15 1 53130
13 40 53244
38 13 53339
7 12 53399
19 13 53677
30 7 53858
6 41 53864
15 41 53940
5 28 54283
23 48 54309
1 19 54375
42 7 54396
18 4 54475
23 35 54484
8 4 54516
27 3 54531
37 27 54532
28 3 54536
28 37 54537
48 17 54545
6 30 54875
25 31 54930
27 12 55006
48 6 55041
17 28 55105
23 10 55275
45 33 55517
8 23 55663
1 41 55910
15 45 56054
4 23 56115
27 24 56120
14 25 56172
28 11 56190
7 11 56231
30 29 56268
29 42 56806
41 5 56966
27 8 57068
23 6 57416
24 16 57538
27 2 57747
46 19 57843
25 28 58002
28 12 58224
33 17 58242
4 1 58315
17 34 58586
15 24 58644
13 28 58668
5 33 59281
23 1 59462
5 34 59625
38 41 59627
39 10 59658
24 33 59683
37 35 59744
35 3 59745
8 47 59843
30 33 59897
15 30 59988
38 15 59991
33 7 60086
31 34 60243
28 8 60286
45 36 60329
7 36 60432
35 39 60449
23 5 60518
42 15 60526
10 37 60535
3 10 60536
31 30 60626
48 35 60631
27 1 60867
16 48 61015
42 37 61121
3 42 61122
45 3 61162
45 37 61163
27 11 61279
42 27 61498
7 17 61608
41 27 61677
4 30 61920
37 7 61948
48 24 61961
48 40 62061
30 39 62091
48 38 62156
14 36 62185
15 3 62268
35 36 62292
25 46 62359
23 49 62395
42 4 62458
48 19 62494
16 36 62508
36 42 62556
22 3 62904
37 22 62905
36 15 62944
16 41 63053
25 27 63091
27 13 63106
23 38 63179
6 5 63364
34 42 63545
1 47 63642
45 4 63733
49 29 63762
31 48 63762
27 45 63791
35 31 63937
1 28 64085
48 20 64124
20 14 64221
46 32 64516
45 11 64530
41 49 64662
31 10 64728
14 37 64733
24 7 64774
33 4 64839
17 16 64954
20 6 65010
16 3 65055
37 16 65056
33 42 65061
31 8 65116
23 27 65229
22 36 65451
41 19 65687
33 40 65758
7 21 65827
24 34 66002
17 15 66060
34 40 66102
38 7 66121
33 19 66191
38 34 66197
33 15 66216
45 25 66342
11 14 66386
7 25 66445
35 11 66493
19 34 66535
21 8 66602
42 11 66757
31 6 66869
21 49 66906
45 28 67009
48 30 67015
49 10 67073
11 10 67284
1 38 67309
48 29 67361
30 27 67725
38 27 67728
38 30 67774
41 45 67793
19 45 67801
6 49 67833
35 49 67864
45 13 68031
25 35 68305
8 30 68369
46 36 68372
23 28 68447
49 17 68450
13 16 68517
16 25 68521
20 46 68558
1 31 68915
44 16 68949
15 25 68957
19 17 68983
36 21 69024
25 10 69096
6 38 69274
5 49 69489
13 15 69623
2 29 69860
5 31 69971
5 35 70261
8 32 70364
1 21 70401
41 17 70518
46 3 70919
46 37 70920
28 30 70943
28 38 70946
5 10 71052
34 30 71056
42 40 71169
42 1 71190
12 19 71276
25 22 71464
22 13 71479
3 21 71571
2 7 71614
30 19 71735
24 41 71959
1 30 72168
7 49 72184
19 42 72273
36 39 72515
11 46 72573
6 21 72591
10 20 72599
31 38 72632
10 6 72758
1 18 72808
4 17 72923
35 46 73029
21 11 73225
4 3 73262
4 37 73263
14 13 73307
43 30 73363
33 46 73506
7 29 73515
35 6 73549
35 34 73618
10 46 73820
5 4 73962
17 23 74070
1 32 74163
8 29 74290
6 46 74385
31 46 74771
24 45 74783
25 21 75037
39 3 75062
39 37 75063
32 2 75437
42 23 75471
16 5 75624
31 20 75657
22 44 75763
12 25 75792
36 4 75809
49 24 75866
27 34 75964
34 28 75969
35 8 76264
19 24 76399
48 44 76409
36 29 76712
39 11 76716
39 42 76803
10 8 77055
28 40 77290
41 42 77337
4 13 77353
2 21 77548
41 40 78034
20 5 78050
47 17 78250
15 49 78314
46 16 78392
25 39 78528
47 3 78589
37 47 78590
48 46 78712
43 15 78989
50 16 79097
33 29 79108
5 39 79197
3 29 79259
37 29 79260
20 16 79278
5 47 79289
46 13 79494
16 34 79515
4 21 79636
29 15 79645
21 27 79694
4 10 79803
36 26 79883
8 45 79908
11 4 80010
35 1 80063
21 13 80146
49 4 80246
29 6 80279
4 24 80339
4 35 80594
28 49 80739
46 43 80851
14 21 80858
20 3 81516
37 20 81517
23 40 81586
8 22 81650
12 36 81805
4 25 81822
43 32 81866
17 38 81917
19 40 81987
14 48 82124
37 26 82431
34 45 82595
29 25 82725
5 38 82956
38 16 83206
34 7 83380
14 8 83478
31 17 83523
39 13 83637
2 50 83664
41 21 83696
15 34 83701
22 33 83993
38 19 83998
8 20 84053
20 36 84063
26 11 84084
22 34 84337
37 12 84353
44 30 84381
21 17 84535
17 10 84702
7 4 84914
24 31 84964
11 47 85337
1 16 85426
22 1 85449
17 35 85493
49 20 85612
47 24 85666
41 46 85782
14 33 85821
49 27 85828
26 25 85896
22 50 85911
4 6 85931
12 11 86006
35 38 86007
42 32 86109
12 35 86462
24 14 86519
50 48 86557
43 27 86726
10 38 86798
24 18 86858
33 12 86939
1 46 86966
45 5 87122
40 16 87139
47 25 87149
47 13 87164
21 23 87248
1 14 87277
29 4 87324
39 48 87358
26 50 87367
24 38 87369
27 29 87382
18 17 87416
18 3 87755
37 18 87756
30 5 87815
6 12 87818
9 38 87828
13 29 87834
1 20 87852
31 12 88204
20 11 88264
50 28 88318
20 42 88483
14 29 88546
45 20 88669
16 43 88795
3 32 89110
32 37 89111
30 40 89198
14 6 89242
23 46 89334
25 2 89631
32 5 89810
2 39 89857
46 45 89890
27 44 90035
25 20 90076
20 13 90091
9 5 90164
36 18 90302
23 2 90318
17 20 90521
5 12 90597
48 4 90654
21 24 90686
40 45 90817
49 14 90935
26 13 91005
31 40 91039
15 4 91044
28 22 91082
27 14 91206
29 41 91384
19 29 91392
32 36 91657
49 43 91689
13 32 91710
16 12 91825
12 48 92145
20 23 92214
29 17 92223
32 28 92230
46 24 92480
3 43 92591
42 38 92747
21 34 93004
12 14 93061
45 2 93451
7 39 93512
50 7 93754
3 44 93801
44 37 93802
2 44 93812
46 30 93824
41 2 93870
49 22 94201
12 43 94284
42 46 94362
11 18 94503
50 30 94529
34 4 94695
30 20 94710
38 20 94713
48 2 94886
29 23 94936
2 49 94970
42 50 95067
4 40 95108
43 36 95138
12 24 95624
36 2 95644
25 32 95706
2 6 95772
32 11 95858
39 33 96151
22 41 96269
25 18 96315
13 18 96330
45 50 96342
36 44 96348
39 34 96495
12 8 96600
14 45 96761
26 44 97515
1 39 97607
44 15 97772
9 35 97835
14 41 98097
3 2 98191
37 2 98192
15 32 98352
29 24 98374
28 44 98466
27 4 98781
14 15 98943
41 12 99215
2 46 99320
43 11 99339
14 28 99637
39 15 99642
47 33 99678
23 22 99821
26 48 99822
11 2 99845
47 34 100022
17 22 100057
6 39 100276
12 1 100399
40 47 100435
44 11 100549
6 22 100553
29 34 100692
33 20 100938
18 16 100963
22 5 101096
25 43 101151
4 28 101999
32 16 102079
32 20 102161
10 44 102264
25 44 102361
35 2 102570
12 23 102767
4 19 102791
14 5 102924
12 17 103040
47 7 103044
35 44 103055
12 45 103323
2 10 103361
33 26 103519
26 34 103863
7 44 103902
50 3 103949
37 50 103950
32 33 104224
40 14 104307
29 31 104389
7 32 104482
20 21 104572
14 19 104740
42 43 104765
26 1 104975
7 14 105073
18 48 105147
22 21 105185
10 40 105205
49 12 105657
34 12 105785
43 35 105922
43 45 106040
22 35 106143
39 23 106160
31 2 106419
14 46 106494
36 50 106496
48 32 106502
10 43 106713
40 21 106720
13 2 106766
43 38 107006
41 18 107038
12 30 107257
39 4 107321
39 27 107379
24 22 107473
40 22 107573
31 43 107664
22 38 107668
42 12 107795
19 22 108006
44 6 108392
26 49 108633
5 2 108812
18 33 108844
15 47 109174
18 34 109188
22 31 109274
40 18 109601
8 9 109610
22 20 109636
29 44 109785
49 47 109886
43 48 109983
16 2 110040
39 19 110327
47 19 110419
23 18 110590
28 39 110597
50 11 110697
14 31 111102
21 38 111241
43 8 111337
19 50 111631
41 47 111954
38 4 112190
7 18 112210
39 17 112215
50 10 112412
25 50 112509
13 50 112524
22 30 112527
8 44 112547
20 40 112706
2 12 112753
10 14 112831
49 50 112855
22 29 112873
50 35 113203
30 2 113296
20 43 113711
24 2 113867
46 9 113983
34 43 114022
40 29 114408
38 39 114732
2 8 114815
44 33 114890
43 1 115136
34 44 115234
30 32 115301
47 23 115506
26 41 115795
1 44 116346
30 18 116395
27 47 116911
18 42 116933
16 26 117039
50 14 117123
47 12 117146
43 23 117432
6 50 117912
18 45 118208
22 42 118265
15 18 118340
39 24 118371
9 48 118808
38 29 118929
26 6 118966
2 42 119245
32 45 119324
26 23 119347
43 6 119538
26 17 119583
19 18 119585
50 29 119933
18 31 120043
23 32 120052
28 47 120129
49 32 120407
39 20 120619
26 5 120622
19 32 120940
19 9 121294
39 31 121432
50 46 121460
18 14 121529
19 44 121779
26 40 122005
38 26 122100
19 26 122438
50 8 122695
43 14 123844
12 40 123927
9 25 124032
46 22 124224
4 46 124880
4 32 124880
31 47 124959
33 50 125038
34 50 125382
38 2 125475
4 50 125585
4 20 125766
18 27 126077
43 24 126407
21 47 126445
24 44 126487
50 1 126494
26 30 126959
24 26 126999
44 41 127166
42 47 127234
9 7 127362
9 12 127416
22 14 127636
9 17 128017
47 30 128212
9 3 128356
9 37 128357
50 31 128559
26 31 128800
18 47 128852
31 32 129505
17 43 129744
44 39 129782
36 9 130045
16 9 130359
29 32 130524
5 50 130952
17 44 130954
18 32 131399
46 44 131608
28 26 131872
39 22 132870
26 42 133009
46 39 133478
9 15 133492
21 18 134111
29 47 134133
44 47 134182
9 11 134246
18 10 134278
45 26 134284
50 12 134893
18 35 135069
9 33 135179
32 10 135394
9 24 135433
39 43 135454
50 24 136007
35 47 136107
22 4 136166
32 35 136185
29 9 136705
47 10 136898
13 9 136931
26 27 136961
43 40 137260
50 41 137314
22 12 137657
2 40 137766
4 14 137994
4 12 138313
44 40 138470
44 38 138565
23 50 138598
31 44 138707
45 47 139751
50 39 139930
26 20 140269
7 26 140315
2 22 140398
17 50 141102
47 16 141470
29 18 141799
26 14 142068
35 26 142175
15 26 142827
26 10 142966
14 47 143321
47 20 143896
9 28 144447
2 43 144473
44 12 145041
42 9 146329
2 4 146433
12 39 146911
41 9 147130
38 50 147615
46 26 148255
50 40 148618
9 34 149789
40 9 150202
39 32 150521
22 18 150659
9 23 150682
32 22 152014
46 18 152176
26 39 152398
18 20 153062
9 6 153528
39 47 153651
18 2 154988
50 32 155063
43 22 155495
26 4 155692
9 39 156702
44 43 157744
9 49 158795
9 31 160135
47 26 161019
12 26 161688
18 39 161796
9 4 164126
9 22 164320
32 44 165211
43 50 166613
9 47 169453
44 18 169912
18 26 170185
2 26 171031
43 47 171180
26 32 171540
47 2 174658
26 43 175021
18 50 180060
18 43 180346
9 43 194834
44 9 195217
2 9 198976
9 50 205365
Case #191: Impossible
Case #192: 4
5 7 858746
5 3 907967
8 7 931190
4 1 944063
Case #193: 61
17 3 32422
3 1 36579
9 13 68430
2 10 71198
9 3 75311
17 9 107733
3 5 111224
6 10 112611
2 11 119781
8 11 121236
10 7 141066
13 3 143741
14 10 149172
16 11 164897
17 14 167925
2 6 183809
8 6 185264
16 6 197540
4 6 198345
3 4 208155
8 7 213719
2 15 218994
9 10 226088
11 17 230874
4 15 233530
4 14 234906
17 4 240577
14 9 241631
1 4 244734
8 4 255553
3 6 262480
10 1 283614
16 8 286133
6 13 296883
9 2 297286
7 5 298414
6 1 299059
16 12 301502
5 11 309676
7 17 323357
13 7 325338
5 6 326869
1 7 327514
8 5 334109
6 9 337791
16 9 348001
4 13 351896
1 8 353509
5 10 358259
13 15 373003
8 9 392241
8 13 395026
